x,8.8,8.733284,8.553766,8.263644,7.866561,7.367561,6.773038,6.090656,5.329254,4.498744,3.609976,2.674612,1.704965,0.713851,-0.285589,-1.280055,-2.256266,-3.201142,-4.101973,-4.946599,-5.723575,-6.422326,-7.033301,-7.548105,-7.959622,-8.262119,-8.451331,-8.524531,-8.480575,-8.319928,-8.044666,-7.658459,-7.166528,-6.575584,-5.89374,-5.130409,-4.296182,-3.402681,-2.462406,-1.488564,-0.494884,0.504572,1.495606,2.464091,3.396164,4.278435,5.098178,5.843518,6.503608,7.068794,7.530761,7.882663,8.119231,8.236863,8.233683,8.109584,7.866238,7.507084,7.037288,6.46368,5.794659,5.04008,4.211117,3.320103,2.380353,1.405969,0.411632,-0.587616,-1.576598,-2.540235,-3.463772,-4.33301,-5.134527,-5.85589,-6.485853,-7.014538,-7.433602,-7.736372,-7.917965,-7.975372,-7.907524,-7.715316,-7.401612,-6.971208,-6.430775,-5.788759,-5.055266,-4.241906,-3.361622,-2.428485,-1.457482,-0.464275,0.535047,1.524228,2.487106,3.407881,4.271377,5.063294,5.770453,6.381022,6.88472,7.273004,7.539219,7.678726,7.688997,7.569669,7.322568,6.951695,6.463174,5.865161,5.167723,4.382677,3.523402,2.604618,1.642143,0.652623,-0.346745,-1.338516,-2.305297,-3.230054,-4.096416,-4.88897,-5.593538,-6.197444,-6.689751,-7.061465,-7.305722,-7.417919,-7.39582,-7.239614,-6.951931,-6.537813,-6.004644,-5.362027,-4.621631,-3.796989,-2.903261,-1.95697,-0.975697,0.022232,1.01809,1.993094,2.928765,3.807278,4.611806,5.326855,5.938564,6.434994,6.80637,7.045288,7.146881,7.108936,6.931959,6.619186,6.176547,5.612571,4.938236,4.166777,3.313437,2.39518,1.430366,0.438393,-0.560689,-1.546579,-2.499134,-3.398789,-4.226959,-4.966434,-5.601745,-6.119506,-6.508707,-6.760969,-6.870742,-6.835452,-6.655579,-6.334677,-5.879326,-5.29902,-4.605993,-3.814974,-2.942901,-2.008565,-1.032225,-0.035176,0.960712,1.933466,2.8615,3.724093,4.501867,5.177229,5.734788,6.161719,6.448087,6.587094,6.575271,6.412589,6.102495,5.651866,5.070887,4.372841,3.57384,2.692463,1.749353,0.766743,-0.232055,-1.223195,-2.182866,-3.087865,-3.916166,-4.647466,-5.263704,-5.749522,-6.092677,-6.284374,-6.319524,-6.196912,-5.919268,-5.493243,-4.929282,-4.241404,-3.446883,-2.56584,-1.62076,-0.635935,0.363146,1.350446,2.30006,3.186897,3.987351,4.679949,5.245949,5.669871,5.939958,6.048534,5.992265,5.772298,5.394286,4.868288,4.208538,3.433104,2.563426,1.623756,0.640505,-0.358481,-1.344698,-2.289795,-3.166392,-3.94889,-4.614237,-5.142638,-5.518179,-5.72935,-5.769441,-5.636811,-5.334999,-4.872688,-4.263508,-3.525689,-2.681555,-1.756899,-0.780222,0.218116,1.206829,2.154671,3.03144,3.808946,4.461953,4.969028,5.313298,5.483061,5.472244,5.280691,4.914247,4.384653,3.709239,2.910419,2.015004,1.053352,0.058373,-0.935571,-1.893838,-2.782722,-3.570655,-4.229355,-4.734897,-5.068633,-5.217955,-5.176848,-4.946215,-4.533959,-3.954797,-3.229825,-2.385832,-1.454372,-0.470651,0.52777,1.502384,2.415217,3.230324,3.915245,4.442347
y,0,-0.997331,-1.980638,-2.937166,-3.854466,-4.720556,-5.524082,-6.254467,-6.902059,-7.458257,-7.915635,-8.268046,-8.510707,-8.640277,-8.654902,-8.554255,-8.339544,-8.01351,-7.580395,-7.045896,-6.417095,-5.702374,-4.911307,-4.054539,-3.143646,-2.190984,-1.209522,-0.212673,0.785891,1.772428,2.733307,3.655208,4.525299,5.331424,6.062271,6.707542,7.258096,7.70609,8.045094,8.270192,8.378061,8.367027,8.2371,7.989984,7.629061,7.159358,6.587482,5.921533,5.171002,4.346637,3.460297,2.52479,1.553687,0.561131,-0.438364,-1.430129,-2.39955,-3.332289,-4.214493,-5.033004,-5.775564,-6.430998,-6.989388,-7.442237,-7.782597,-8.00519,-8.106497,-8.084823,-7.940334,-7.67507,-7.292921,-6.799585,-6.20249,-5.510691,-4.734744,-3.886549,-2.979175,-2.026669,-1.043837,-0.046021,0.951138,1.931945,2.880899,3.782937,4.62368,5.389663,6.068558,6.649381,7.122672,7.480664,7.717418,7.828931,7.813216,7.67035,7.402484,7.013824,6.510579,5.900871,5.194614,4.403364,3.540141,2.619218,1.655896,0.666252,-0.333122,-1.325397,-2.293792,-3.221852,-4.093739,-4.894499,-5.610329,-6.228821,-6.739186,-7.132452,-7.401635,-7.541872,-7.550525,-7.427244,-7.173988,-6.795011,-6.296801,-5.68799,-4.979207,-4.182914,-3.313192,-2.385504,-1.416426,-0.423359,0.57578,1.562877,2.519954,3.429493,4.274763,5.040132,5.711366,6.275904,6.723101,7.044445,7.233731,7.287199,7.203622,6.984352,6.633314,6.156953,5.564134,4.865993,4.075738,3.208418,2.280645,1.310287,0.316128,-0.682486,-1.666022,-2.615144,-3.511094,-4.336067,-5.073575,-5.708785,-6.228829,-6.623082,-6.88339,-7.004266,-6.983013,-6.819813,-6.517745,-6.082748,-5.523525,-4.851387,-4.080047,-3.225352,-2.304972,-1.338052,-0.344817,0.65384,1.636794,2.583141,3.472634,4.286136,5.006029,5.616616,6.104478,6.458785,6.671556,6.737865,6.655976,6.42741,6.056949,5.552554,4.925224,4.188776,3.359565,2.456134,1.498823,0.509317,-0.489832,-1.475716,-2.425593,-3.317419,-4.130362,-4.845302,-5.445299,-5.916009,-6.246055,-6.427321,-6.455185,-6.328662,-6.05047,-5.626997,-5.068191,-4.387355,-3.600855,-2.727755,-1.789372,-0.80878,0.189753,1.181348,2.14114,3.0449,3.869654,4.594284,5.200083,5.671265,5.995401,6.163781,6.171681,6.018532,5.707982,5.247851,4.649968,3.929905,3.106607,2.201922,1.240043,0.246887,-0.750596,-1.725145,-2.649931,-3.499306,-4.249528,-4.879445,-5.371121,-5.710379,-5.887247,-5.896297,-5.736857,-5.413085,-4.933915,-4.312857,-3.56766,-2.719846,-1.794128,-0.817716,0.180461,1.170593,2.122881,3.008432,3.800152,4.473599,5.007768,5.385786,5.595493,5.629887,5.48741,5.17208,4.693431,4.066296,3.310396,2.449777,1.512091,0.52774,-0.471076,-1.451406,-2.380623,-3.227524,-3.963401,-4.563044,-5.005654,-5.27562,-5.363135,-5.264621,-4.982952,-4.527449,-3.913652,-3.162864,-2.301481,-1.360121,-0.372586,0.62532,1.59707,2.506751,3.320402,4.007321,4.541267,4.901531,5.073814,5.050888,4.832986,4.427928,3.850938,3.124177,2.275978
